rxn_name,subsystem,in iRhtoC,in yeastGEM_hvd,gpr,bounds,stoichiometry
3DHSKD_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
CMPA_c,Arginine and proline metabolism,1,0,,,
FRMDH_c,Cyanoamino acid metabolism,1,0,,,
DAOorn_x,D-Arginine and D-ornithine metabolism,1,0,,,
DAOpro_x,Arginine and proline metabolism,1,0,,,
DAOarg_x,D-Arginine and D-ornithine metabolism,1,0,,,
DAOala_x,"Glycine, serine and threonine metabolism",1,0,,,
DAOgly_x,"Glycine, serine and threonine metabolism",1,0,,,
DAO4hpro_x,Arginine and proline metabolism,1,0,,,
CEPHSCOX_x,Penicillin and cephalosporin biosynthesis,1,0,,,
RADHx_m,Retinol metabolism,1,0,,,
ETNO2OX_c,Nitrogen metabolism,1,0,,,
PAFH_c,Ether lipid metabolism,1,0,,,
SDPDS_c,Lysine metabolism,1,0,,,
PHACRDC1_c,Phenylpropanoid biosynthesis,1,0,,,
PHACRDC2_c,Phenylpropanoid biosynthesis,1,0,,,
PHACRDC3_c,Phenylpropanoid biosynthesis,1,0,,,
PHACRDC4_c,Phenylpropanoid biosynthesis,1,0,,,
CHTNH_e,Alternative carbon metabolism,1,0,,,
CHTNH_v,Alternative carbon metabolism,1,0,,,
MUCOCI_c,Chlorocyclohexane and chlorobenzene degradation,1,0,,,
MUCOCI_e,Chlorocyclohexane and chlorobenzene degradation,1,0,,,
CMUCOC_c,Benzoate degradation,1,0,,,
3HBRDH_c,Synthesis and degradation of ketone bodies,1,0,,,
PHEN2MOXy_c,Aminobenzoate degradation,1,0,,,
3HPPPNH_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
3HCINNMH_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
MCCC_m,"Valine, leucine and isoleucine metabolism",1,0,,,
ARAK_c,Alternative carbon metabolism,1,0,,,
DNTP_c,Purine metabolism,1,0,,,
CATOX_e,Tyrosine metabolism,1,0,,,
ASCBOX_c,Ascorbate and aldarate metabolism,1,0,,,
VANLLOX_x,Aminobenzoate degradation,1,0,,,
2DOXG6PP_c,Alternative carbon metabolism,1,0,,,
F1PP_c,Alternative carbon metabolism,1,0,,,
PGS_x,Arachidonic acid metabolism,1,0,,,
CELLBH_e,Alternative carbon metabolism,1,0,,,
CFCOAMT_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
ARSO4H_c,Steroid hormone biosynthesis,1,0,,,
ACGAM6S1_r,Glycosaminoglycan degradation,1,0,,,
ACGAM6S2_r,Glycosaminoglycan degradation,1,0,,,
CHLSTI2_c,Steroid biosynthesis,1,0,,,
TYRCBOX_x,Tyrosine metabolism,1,0,,,
MDLDH_x,Unassigned,1,0,,,
ACRNAH_x,Styrene degradation,1,0,,,
ACOAD40f_m,Fatty acid degradation,1,0,,,
ACOAD60f_m,Fatty acid degradation,1,0,,,
ACOADm30f_m,Fatty acid degradation,1,0,,,
ACOADm40f_m,Fatty acid degradation,1,0,,,
ACOAD80f_m,Fatty acid degradation,1,0,,,
ACOADm50f_m,Fatty acid degradation,1,0,,,
INO3GALT_c,Galactose metabolism,1,0,,,
XYLRy_c,Alternative carbon metabolism,1,0,,,
ARABRy_c,Alternative carbon metabolism,1,0,,,
XYLURy_c,Alternative carbon metabolism,1,0,,,
XYLURx_c,Alternative carbon metabolism,1,0,,,
RBK_D_c,Alternative carbon metabolism,1,0,,,
GTPDPDP_c,Purine metabolism,1,0,,,
PPGPPDP_c,Purine metabolism,1,0,,,
2OGMAH_c,"Alanine, aspartate and glutamate metabolism",1,0,,,
2OSUCAH_c,"Alanine, aspartate and glutamate metabolism",1,0,,,
ORNCD_m,Arginine and proline metabolism,1,0,,,
GBBOX_c,Lysine metabolism,1,0,,,
HACD40y_c,Benzoate degradation,1,0,,,
UDPGLDC_c,Amino sugar and nucleotide sugar metabolism,1,0,,,
FRMDAH_c,Cyanoamino acid metabolism,1,0,,,
MGCH_m,"Valine, leucine and isoleucine metabolism",1,0,,,
ADPRDP_m,Purine metabolism,1,0,,,
G6PE_c,Alternative carbon metabolism,1,0,,,
SULFOX2_c,Sulfur metabolism,1,0,,,
MANNAN14H_c,Alternative carbon metabolism,1,0,,,
AEPI1_c,Alternative carbon metabolism,1,0,,,
AEPI2_c,Alternative carbon metabolism,1,0,,,
GALOX_e,Alternative carbon metabolism,1,0,,,
ACPCS_c,Cysteine and methionine metabolism,1,0,,,
CATDOX_c,Benzoate degradation,1,0,,,
TMLYSOX_m,Carnitine biosynthesis,1,0,,,
BZHYOX_r,Unassigned,1,0,,,
ARAB14LO_x,Unassigned,1,0,,,
ACHAH_e,Unassigned,1,0,,,
BTS1_m,Biotin metabolism,1,0,,,
FACOAE120_c,Fatty acid biosynthesis,1,0,,,
FACOAE160_c,Fatty acid biosynthesis,1,0,,,
FACOAE140_c,Fatty acid biosynthesis,1,0,,,
FACOAE180_c,Fatty acid biosynthesis,1,0,,,
FACOAE161_c,Fatty acid biosynthesis,1,0,,,
FACOAE181_c,Fatty acid biosynthesis,1,0,,,
FACOAL200_x,Fatty acid degradation,1,0,,,
FACOAL220_x,Fatty acid degradation,1,0,,,
FACOAL240_x,Fatty acid degradation,1,0,,,
FACOAL260_x,Fatty acid degradation,1,0,,,
FUMACACH_m,Unassigned,1,0,,,
TYRTA_m,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
PHETA1_m,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
STEHz161_rm,Lipid metabolism,1,0,,,
STEHz181_rm,Lipid metabolism,1,0,,,
GPIA1_c,GPI biosynthesis,1,0,,,
GPIA2_c,GPI biosynthesis,1,0,,,
GPIA3_c_r,GPI biosynthesis,1,0,,,
GPIA4_r,GPI biosynthesis,1,0,,,
GPIA8a_r,GPI biosynthesis,1,0,,,
GPIA9a_r,GPI biosynthesis,1,0,,,
GPIA10a_r,GPI biosynthesis,1,0,,,
GPIA8b_r,GPI biosynthesis,1,0,,,
PCOATA140_c,Fatty acid biosynthesis,1,0,,,
PCOATA160_c,Fatty acid biosynthesis,1,0,,,
PCOATA180_c,Fatty acid biosynthesis,1,0,,,
EAR40y_c,Fatty acid biosynthesis,1,0,,,
EAR60y_c,Fatty acid biosynthesis,1,0,,,
MCOATA_c,Fatty acid biosynthesis,1,0,,,
EX_arach_e,Exchange,1,0,,,
ARACHt_c_e,Transport,1,0,,,
FACOAL200_rm,Fatty acid degradation,1,0,,,
FACOAL200_l,Fatty acid degradation,1,0,,,
ACACT180i_m,Fatty acid degradation,1,0,,,
ACACT260i_m,Fatty acid degradation,1,0,,,
ACACT160i_m,Fatty acid degradation,1,0,,,
ACACT140i_m,Fatty acid degradation,1,0,,,
ACACT100i_m,Fatty acid degradation,1,0,,,
ACACT120i_m,Fatty acid degradation,1,0,,,
ACACT40i_m,Fatty acid degradation,1,0,,,
ACACT60i_m,Fatty acid degradation,1,0,,,
ACACT80i_m,Fatty acid degradation,1,0,,,
ACACT200i_m,Fatty acid degradation,1,0,,,
ACACT220i_m,Fatty acid degradation,1,0,,,
ACACT240i_m,Fatty acid degradation,1,0,,,
ACACT161bi_m,Fatty acid degradation,1,0,,,
ACACT141bi_m,Fatty acid degradation,1,0,,,
ACACT121ai_m,Fatty acid degradation,1,0,,,
ACACT181ai_m,Fatty acid degradation,1,0,,,
ACACT161ai_m,Fatty acid degradation,1,0,,,
ACACT141ai_m,Fatty acid degradation,1,0,,,
ECOAH180_m,Fatty acid degradation,1,0,,,
ECOAH161b_m,Fatty acid degradation,1,0,,,
ECOAH141b_m,Fatty acid degradation,1,0,,,
ECOAH121a_m,Fatty acid degradation,1,0,,,
ECOAH181a_m,Fatty acid degradation,1,0,,,
ECOAH161c_m,Fatty acid degradation,1,0,,,
ECOAH141c_m,Fatty acid degradation,1,0,,,
HACD40i_m,Fatty acid degradation,1,0,,,
HACD60i_m,Fatty acid degradation,1,0,,,
HACD80i_m,Fatty acid degradation,1,0,,,
HACD100i_m,Fatty acid degradation,1,0,,,
HACD120i_m,Fatty acid degradation,1,0,,,
HACD140i_m,Fatty acid degradation,1,0,,,
HACD160i_m,Fatty acid degradation,1,0,,,
HACD180i_m,Fatty acid degradation,1,0,,,
HACD121ai_m,Fatty acid degradation,1,0,,,
HACD141ai_m,Fatty acid degradation,1,0,,,
HACD141bi_m,Fatty acid degradation,1,0,,,
HACD161ai_m,Fatty acid degradation,1,0,,,
HACD161bi_m,Fatty acid degradation,1,0,,,
HACD181ai_m,Fatty acid degradation,1,0,,,
NADHcplxI_c_m,Oxidative phosphorylation,1,0,,,
FECRq9_m,Oxidative phosphorylation,1,0,,,
ACEST1_x,Unassigned,1,0,,,
PHYTOED1_c,Carotenoid biosynthesis,1,0,,,
PHYTOED2_c,Carotenoid biosynthesis,1,0,,,
PHYTOED3_c,Carotenoid biosynthesis,1,0,,,
PHYTOED4_c,Carotenoid biosynthesis,1,0,,,
PHYTOED5_c,Carotenoid biosynthesis,1,0,,,
CAROMOX1_c,Carotenoid biosynthesis,1,0,,,
CAROMOX2_c,Carotenoid biosynthesis,1,0,,,
ZEAEPOX1_c,Carotenoid biosynthesis,1,0,,,
ZEAEPOX2_c,Carotenoid biosynthesis,1,0,,,
CERS124_c,Sphingolipid biosynthesis,1,0,,,
CERS126_c,Sphingolipid biosynthesis,1,0,,,
THIORDXi_m,Glutathione metabolism,1,0,,,
DKMPPH_c,Cysteine and methionine metabolism,1,0,,,
DKMEOX_c,Cysteine and methionine metabolism,1,0,,,
DOLDPt_c_l,Transport,1,0,,,
G00006t_c_r,Transport,1,0,,,
G00011t_g_r,Transport,1,0,,,
G13027t_g_r,Transport,1,0,,,
OGLYCANS2_g,O-Glycan biosynthesis,1,0,,,
OGLYCANS3_g,O-Glycan biosynthesis,1,0,,,
OGLYCANS4_g,O-Glycan biosynthesis,1,0,,,
OGLYCANS5_g,O-Glycan biosynthesis,1,0,,,
EX_nad_e,Exchange,1,0,,,
EX_nadp_e,Exchange,1,0,,,
EX_pydx5p_e,Exchange,1,0,,,
EX_q9h2_e,Exchange,1,0,,,
EX_mobd_e,Exchange,1,0,,,
NADt_c_e,Transport,1,0,,,
NADPt_c_e,Transport,1,0,,,
PYDX5Pt_c_e,Transport,1,0,,,
Q9H2t_c_e,Transport,1,0,,,
Q9H2t_c_m,Transport,1,0,,,
CA2t_c_e,Transport,1,0,,,
CU2t_c_e,Transport,1,0,,,
Kt_c_e,Transport,1,0,,,
MG2t_c_e,Transport,1,0,,,
MN2t_c_e,Transport,1,0,,,
MOBDt_c_e,Transport,1,0,,,
ZN2t_c_e,Transport,1,0,,,
CDPDAGS_mm,Glycerophospholipid biosynthesis,1,0,,,
CLAH1_mm,Glycerophospholipid biosynthesis,1,0,,,
CLAH3_mm,Glycerophospholipid biosynthesis,1,0,,,
TAGL_m,Triacylglycerol degradation,1,0,,,
PLAA2pc_rm,Glycerophospholipid metabolism,1,0,,,
PLAA2pc_en,Glycerophospholipid metabolism,1,0,,,
PLAA2pe_en,Glycerophospholipid metabolism,1,0,,,
PLAA2pc_mm,Glycerophospholipid metabolism,1,0,,,
PLAA2pe_mm,Glycerophospholipid metabolism,1,0,,,
PLAA1lpc_rm,Glycerophospholipid metabolism,1,0,,,
PLAA1lpc_en,Glycerophospholipid metabolism,1,0,,,
PLAA1lpe_en,Glycerophospholipid metabolism,1,0,,,
PLAA1lpc_mm,Glycerophospholipid metabolism,1,0,,,
PLAA1lpe_mm,Glycerophospholipid metabolism,1,0,,,
PLACpail_c,Glycerophospholipid metabolism,1,0,,,
STATg_rm,Ergosterol biosynthesis,1,0,,,
PSt_c_m,Transport,1,0,,,
ERGSTESTt_l_rm,Transport,1,0,,,
ERGSTESTt_c_rm,Transport,1,0,,,
FRDPt_c_l,Transport,1,0,,,
IPDPt_c_l,Transport,1,0,,,
PEt_c_r,Transport,1,0,,,
DAGt_c_r,Transport,1,0,,,
MANt_c_g,Transport,1,0,,,
GLCt_c_r,Transport,1,0,,,
DOLGLCPt_c_r,Transport,1,0,,,
DOLDPt_c_r,Transport,1,0,,,
4CMCOAL_c,Ubiquinone biosynthesis,1,0,,,
4HBZF_c,Ubiquinone biosynthesis,1,0,,,
EX_btn_c,Exchange,1,0,,,
ACOADS181_rm,Biosynthesis of unsaturated fatty acids,1,0,,,
DESAT18_2_rm,Biosynthesis of unsaturated fatty acids,1,0,,,
LINOCOAt_c_rm,Transport,1,0,,,
LINOCOAt_c_l,Transport,1,0,,,
LINOEAt_c_l,Transport,1,0,,,
FACOAL182_l,Fatty acid degradation,1,0,,,
FACOAL182_rm,Fatty acid biosynthesis,1,0,,,
FACOAL182_x,Fatty acid biosynthesis,1,0,,,
FACOAE182_c,Fatty acid biosynthesis,1,0,,,
FACOAE182_x,Fatty acid degradation,1,0,,,
ACOADS182_rm,Biosynthesis of unsaturated fatty acids,1,0,,,
ACOADS182_3_rm,Biosynthesis of unsaturated fatty acids,1,0,,,
LINOLNCOAt_c_rm,Transport,1,0,,,
LINOLNCOAt_c_l,Transport,1,0,,,
LINOLENt_c_l,Transport,1,0,,,
FACOAL183_l,Fatty acid degradation,1,0,,,
FACOAL183_rm,Fatty acid biosynthesis,1,0,,,
FACOAL183_x,Fatty acid biosynthesis,1,0,,,
FACOAE183_c,Fatty acid biosynthesis,1,0,,,
FACOAE183_x,Fatty acid degradation,1,0,,,
FE3t_c_e,Transport,1,0,,,
FE3t_c_m,Transport,1,0,,,
FE3t_c_rm,Transport,1,0,,,
4HPPR_c,Ubiquinone biosynthesis,1,0,,,
4HPLH_c,Ubiquinone biosynthesis,1,0,,,
4HBZCOAS_c,Ubiquinone biosynthesis,1,0,,,
4HBZNPT_m,Ubiquinone biosynthesis,1,0,,,
3NPDHBZH_m,Ubiquinone biosynthesis,1,0,,,
3NPDHMT_m,Ubiquinone biosynthesis,1,0,,,
3NP4H5MOBCL_m,Ubiquinone biosynthesis,1,0,,,
Q9MO_m,Ubiquinone biosynthesis,1,0,,,
Q9MT1_m,Ubiquinone biosynthesis,1,0,,,
Q9OR_m,Ubiquinone biosynthesis,1,0,,,
Q9MT2_m,Ubiquinone biosynthesis,1,0,,,
PREN9DPt_c_l,Transport,1,0,,,
PREN9DPt_c_m,Transport,1,0,,,
BIOMASS,Pseudoreaction,1,0,,,
BIOMASS_MFA,Pseudoreaction,1,0,,,
BIOMASS_MFA_NO_GAM,Pseudoreaction,1,0,,,
DM_5mta_c,Pseudoreaction,1,0,,,
AMETt_c_e,Transport,1,0,,,
FOLR_c,Cofactors and prosthetic groups biosynthesis,1,0,,,
FOLR_m,Folate metabolism,1,0,,,
DHAD1_c,"Valine, leucine and isoleucine metabolism",1,0,,,
DHAD2_c,"Valine, leucine and isoleucine metabolism",1,0,,,
ABTLD_c,Alternative carbon metabolism,1,0,,,
ABTD4Dx_c,Alternative carbon metabolism,1,0,,,
XYLTOR_c,Alternative carbon metabolism,1,0,,,
ABTDt_c_e,Transport,1,0,,,
EX_abt__D_e,Exchange,1,0,,,
EX_tag_c,Exchange,1,0,,,
EX_caro_c,Exchange,1,0,,,
EX_cellb_e,Exchange,1,0,,,
GLUN_e,Arginine and proline metabolism,1,0,,,
FALPDt_c_l,Transport,1,0,,,
FALPDt_c_m,Transport,1,0,,,
FALPDt_c_en,Transport,1,0,,,
FALPDt_c_rm,Transport,1,0,,,
FALPDt_c_mm,Transport,1,0,,,
compFALPD_c,Pseudoreaction,1,0,,,
DOCOSAt_c_l,Transport,1,0,,,
TTCOSAt_c_l,Transport,1,0,,,
TAGt_c_m,Transport,1,0,,,
DOCOSAt_c_e,Transport,1,0,,,
TTCOSAt_c_e,Transport,1,0,,,
EX_docosa_e,Exchange,1,0,,,
EX_ttcosa_e,Exchange,1,0,,,
ME2_c,Pyruvate metabolism,1,0,,,
FACOA182tabc_x,Transport,1,0,,,
FACOA183tabc_x,Transport,1,0,,,
MAGL_m,Triacylglycerol degradation,1,0,,,
GLYCt_c_m,Transport,1,0,,,
CRNAT120_x,Fatty acid degradation,1,0,,,
CRN120t_c_x,Transport,1,0,,,
ACOAD40f_x,Fatty acid degradation,1,0,,,
ACOAD60f_x,Fatty acid degradation,1,0,,,
ACOAD80f_x,Fatty acid degradation,1,0,,,
ACOAD100f_x,Fatty acid degradation,1,0,,,
ACOAD120f_x,Fatty acid degradation,1,0,,,
ACOAD140f_x,Fatty acid degradation,1,0,,,
ACOAD160f_x,Fatty acid degradation,1,0,,,
ARACHt_c_rm,Transport,1,0,,,
DOCOSAt_c_rm,Transport,1,0,,,
TTCOSAt_c_rm,Transport,1,0,,,
EX_hxca_e,Exchange,1,0,,,
HXCAt_c_e,Transport,1,0,,,
HXCAt_c_rm,Transport,1,0,,,
DM_gcald_c,Pseudoreaction,1,0,,,
ACOAD100f_m,Fatty acid degradation,1,0,,,
ACOAD120f_m,Fatty acid degradation,1,0,,,
ACOAD180f_x,Fatty acid degradation,1,0,,,
ACOAD161bf_x,Fatty acid degradation,1,0,,,
ACOAD141bf_x,Fatty acid degradation,1,0,,,
ACOAD121af_x,Fatty acid degradation,1,0,,,
ACOAD181af_x,Fatty acid degradation,1,0,,,
ACOAD161af_x,Fatty acid degradation,1,0,,,
ACOAD141af_x,Fatty acid degradation,1,0,,,
HLYSMT_m,Carnitine biosynthesis,1,0,,,
GHMT3_m,Carnitine biosynthesis,1,0,,,
TMABADH_m,Carnitine biosynthesis,1,0,,,
BBOX_m,Carnitine biosynthesis,1,0,,,
CRNAT40_m,Fatty acid degradation,1,0,,,
CRNAT60_m,Fatty acid degradation,1,0,,,
CRNAT80_m,Fatty acid degradation,1,0,,,
CRNAT100_m,Fatty acid degradation,1,0,,,
CRN40t_c_x,Transport,1,0,,,
CRN60t_c_x,Transport,1,0,,,
CRN80t_c_x,Transport,1,0,,,
CRN100t_c_x,Transport,1,0,,,
CRN40t_c_m,Transport,1,0,,,
CRN60t_c_m,Transport,1,0,,,
CRN80t_c_m,Transport,1,0,,,
CRN100t_c_m,Transport,1,0,,,
CRN120t_c_m,Transport,1,0,,,
CRNAT40_x,Fatty acid degradation,1,0,,,
CRNAT60_x,Fatty acid degradation,1,0,,,
CRNAT80_x,Fatty acid degradation,1,0,,,
CRNAT100_x,Fatty acid degradation,1,0,,,
NADPHt_c_x,Transport,1,0,,,
NADPt_c_x,Transport,1,0,,,
RNDR4_c,Pyrimidine metabolism,1,0,,,
RNDR4_n,Pyrimidine metabolism,1,0,,,
FACOAL80_c,Fatty acid biosynthesis,1,0,,,
FACOAL100_c,Fatty acid biosynthesis,1,0,,,
FACOAL120_c,Fatty acid biosynthesis,1,0,,,
FACOAL40_c,Butanoate metabolism,1,0,,,
FACOAL60_c,Butanoate metabolism,1,0,,,
FACOAL40o_x,"Valine, leucine and isoleucine metabolism",1,0,,,
PKETX_c,Glycolysis / Gluconeogenesis,1,0,,,
ACCOATsucac_m,Acetyl-CoA synthesis,1,0,,,
ACCOATsucpp_m,Propanoate metabolism,1,0,,,
PPAt_c_m,Transport,1,0,,,
PPAt_c_e,Transport,1,0,,,
EX_ppa_e,Exchange,1,0,,,
XU5PFGT_x,Methane metabolism,1,0,,,
EX_fald_e,Exchange,1,0,,,
LDH_L_x,Glycolysis / Gluconeogenesis,1,0,,,
G3PD1i_x,Glycerophospholipid metabolism,1,0,,,
DHAPt_c_x,Transport,1,0,,,
GLYC3Pt_c_x,Transport,1,0,,,
ACOAD182f_x,Fatty acid degradation,1,0,,,
ACOAO182_x,Fatty acid degradation,1,0,,,
ECOAH182_x,Fatty acid degradation,1,0,,,
HACD182i_x,Fatty acid degradation,1,0,,,
ACACT182i_x,Fatty acid degradation,1,0,,,
ACOAD162f_x,Fatty acid degradation,1,0,,,
ACOAO162_x,Fatty acid degradation,1,0,,,
ECOAH162_x,Fatty acid degradation,1,0,,,
HACD162i_x,Fatty acid degradation,1,0,,,
ACACT162i_x,Fatty acid degradation,1,0,,,
ACOAD142f_x,Fatty acid degradation,1,0,,,
ACOAO142_x,Fatty acid degradation,1,0,,,
ECOAH142_x,Fatty acid degradation,1,0,,,
HACD142i_x,Fatty acid degradation,1,0,,,
ACACT142i_x,Fatty acid degradation,1,0,,,
ECOAI122d_x,Fatty acid degradation,1,0,,,
ECOAH121d_x,Fatty acid degradation,1,0,,,
HACD121di_x,Fatty acid degradation,1,0,,,
ACACT121di_x,Fatty acid degradation,1,0,,,
ACOAD101df_x,Fatty acid degradation,1,0,,,
ACOAO101d_x,Fatty acid degradation,1,0,,,
DECOAR102d_x,Fatty acid degradation,1,0,,,
ECOAI101d_x,Fatty acid degradation,1,0,,,
ACOAD183f_x,Fatty acid degradation,1,0,,,
ACOAO183_x,Fatty acid degradation,1,0,,,
ECOAH183_x,Fatty acid degradation,1,0,,,
HACD183i_x,Fatty acid degradation,1,0,,,
ACACT183i_x,Fatty acid degradation,1,0,,,
ACOAD163f_x,Fatty acid degradation,1,0,,,
ACOAO163_x,Fatty acid degradation,1,0,,,
ECOAH163_x,Fatty acid degradation,1,0,,,
HACD163i_x,Fatty acid degradation,1,0,,,
ACACT163i_x,Fatty acid degradation,1,0,,,
ACOAD143f_x,Fatty acid degradation,1,0,,,
ACOAO143_x,Fatty acid degradation,1,0,,,
ECOAH143_x,Fatty acid degradation,1,0,,,
HACD143i_x,Fatty acid degradation,1,0,,,
ACACT143i_x,Fatty acid degradation,1,0,,,
ECOAI123e_x,Fatty acid degradation,1,0,,,
ECOAH122e_x,Fatty acid degradation,1,0,,,
HACD122ei_x,Fatty acid degradation,1,0,,,
ACACT122ei_x,Fatty acid degradation,1,0,,,
ACOAD102ef_x,Fatty acid degradation,1,0,,,
ACOAO102e_x,Fatty acid degradation,1,0,,,
DECOAR103e_x,Fatty acid degradation,1,0,,,
ECOAI102e_x,Fatty acid degradation,1,0,,,
ECOAH101e_x,Fatty acid degradation,1,0,,,
HACD101ei_x,Fatty acid degradation,1,0,,,
ACACT101ei_x,Fatty acid degradation,1,0,,,
ACOAD82ef_x,Fatty acid degradation,1,0,,,
ACOAO82e_x,Fatty acid degradation,1,0,,,
ECOAI82e_x,Fatty acid degradation,1,0,,,
DECOAI82e_x,Fatty acid degradation,1,0,,,
DECOAR82e_x,Fatty acid degradation,1,0,,,
ECOAI81e_x,Fatty acid degradation,1,0,,,
PACCOAE_x,Fatty acid degradation,1,0,,,
ABTD2Dx_c,Alternative carbon metabolism,1,0,,,
ABTD4Dy_c,Alternative carbon metabolism,1,0,,,
ABTD2Dy_c,Alternative carbon metabolism,1,0,,,
G5SADr_m,Arginine and proline metabolism,1,0,,,
ETFOXRq9_c,Oxidative phosphorylation,1,0,,,
P5CD_m,"Alanine, aspartate and glutamate metabolism",0,1,,,
DKMPPD_c,Cysteine and methionine metabolism,0,1,,,
Q6MT1_m,Ubiquinone and other terpenoid-quinone biosynthesis,0,1,,,
Q6MO_m,Ubiquinone and other terpenoid-quinone biosynthesis,0,1,,,
IPPS_m,"Valine, leucine and isoleucine biosynthesis",0,1,,,
3HXPHBH_c,Unassigned,0,1,,,
3HPH5MBDC_m,Unassigned,0,1,,,
4HBZF_m,Unassigned,0,1,,,
NTD11_c,Purine metabolism,0,1,,,
5DPMIPPH_c,Unassigned,0,1,,,
PFK_4_c,Fructose and mannose metabolism,0,1,,,
ACACT40ir_m,Fatty acid degradation,0,1,,,
ACCOAC_m,Fatty acid biosynthesis,0,1,,,
ACOAHi_m,Pyruvate metabolism,0,1,,,
COAHL_m,Unassigned,0,1,,,
STATe181_rm,Steroid biosynthesis,0,1,,,
STATg181_rm,Steroid biosynthesis,0,1,,,
STATf181_rm,Steroid biosynthesis,0,1,,,
STATl181_rm,Steroid biosynthesis,0,1,,,
STATz181_rm,Steroid biosynthesis,0,1,,,
STATe161_rm,Steroid biosynthesis,0,1,,,
STATg161_rm,Steroid biosynthesis,0,1,,,
STATf161_rm,Steroid biosynthesis,0,1,,,
STATl161_rm,Steroid biosynthesis,0,1,,,
STATz161_rm,Steroid biosynthesis,0,1,,,
GPIA3_r,GPI biosynthesis,0,1,,,
23CAPPD_c,Unassigned,0,1,,,
OHACT3_c,Unassigned,0,1,,,
OHACT1_c,Unassigned,0,1,,,
OHACT2_c,Unassigned,0,1,,,
OHACT4_c,Unassigned,0,1,,,
OHACT5_c,Unassigned,0,1,,,
ALDD2x_m,Pyruvate metabolism,0,1,,,
ALDD2y_m,Pyruvate metabolism,0,1,,,
ALDD19xi_c,Unassigned,0,1,,,
TREH_c,Starch and sucrose metabolism,0,1,,,
ARABR_c,Pentose and glucuronate interconversions,0,1,,,
ARGTRS_m,Aminoacyl-tRNA biosynthesis,0,1,,,
ASPTRS_m,Aminoacyl-tRNA biosynthesis,0,1,,,
ATPATF2_c,Purine metabolism,0,1,,,
ATPATF3_c,Purine metabolism,0,1,,,
FRTT4HBZ_c,Terpenoid backbone biosynthesis,0,1,,,
CERS124_r,Sphingolipid biosynthesis,0,1,,,
CERS126_r,Sphingolipid biosynthesis,0,1,,,
ACONTa_c,Citric acid cycle,0,1,,,
ARAB1D2_c,Unassigned,0,1,,,
DXHPS_c,Unassigned,0,1,,,
DPCOAK_m,Pantothenate and CoA biosynthesis,0,1,,,
DHCRD124_r,Sphingolipid biosynthesis,0,1,,,
DHCRD126_r,Sphingolipid biosynthesis,0,1,,,
DHCRD2A24_r,Sphingolipid biosynthesis,0,1,,,
DHCRD2A26_r,Sphingolipid biosynthesis,0,1,,,
PMI1346PH_c,Unassigned,0,1,,,
FECRq6_m,Oxidative phosphorylation,0,1,,,
FRD_m,Citric acid cycle,0,1,,,
GPDDA1pp_c,Glycerolipid metabolism,0,1,,,
GPIA2_r,GPI biosynthesis,0,1,,,
GPIA8_r,GPI biosynthesis,0,1,,,
GPIA9_r,GPI biosynthesis,0,1,,,
Q6MT2_m,Ubiquinone and other terpenoid-quinone biosynthesis,0,1,,,
THIORDXi_c,Unassigned,0,1,,,
HBZOPT6_m,Ubiquinone and other terpenoid-quinone biosynthesis,0,1,,,
HXPRT_c,Purine metabolism,0,1,,,
PPA_m,Oxidative phosphorylation,0,1,,,
IPK1_n,Inositol phosphate metabolism,0,1,,,
ICDHy_c,Citric acid cycle,0,1,,,
ICDHy_x,Citric acid cycle,0,1,,,
ASNN_c,"Alanine, aspartate and glutamate metabolism",0,1,,,
THRD_L_c,"Glycine, serine and threonine metabolism",0,1,,,
TYRNFT_c,Unassigned,0,1,,,
LEUTRS_m,Aminoacyl-tRNA biosynthesis,0,1,,,
LYSTRS_m,Aminoacyl-tRNA biosynthesis,0,1,,,
MDH_x,Citric acid cycle,0,1,,,
MALS_x,Pyruvate metabolism,0,1,,,
NADHq6_c,Unassigned,0,1,,,
NADHq6_m,Unassigned,0,1,,,
PPYRDC_c,"Phenylalanine, tyrosine and tryptophan metabolism",0,1,,,
PETHCT_c,Phosphonate and phosphinate metabolism,0,1,,,
CERSFA2A24_r,Sphingolipid biosynthesis,0,1,,,
Q6OR_m,Ubiquinone and other terpenoid-quinone biosynthesis,0,1,,,
3DH5HPBMT_m,Ubiquinone and other terpenoid-quinone biosynthesis,0,1,,,
SUCDq6_m,Citric acid cycle,0,1,,,
SLFAT_c,Purine metabolism,0,1,,,
THMDP_e,Thiamine metabolism,0,1,,,
THMP_e,Thiamine metabolism,0,1,,,
THRTRS_m,Aminoacyl-tRNA biosynthesis,0,1,,,
ULGYCH_c,Purine metabolism,0,1,,,
XYLTD_D_c,Pentose and glucuronate interconversions,0,1,,,
XYLR_c,Pentose and glucuronate interconversions,0,1,,,
NTD9_c,Unassigned,0,1,,,
KYNIs_c,Unassigned,0,1,,,
TRPTA2_c,"Phenylalanine, tyrosine and tryptophan metabolism",0,1,,,
lumpFACS160_c,Fatty acid biosynthesis,0,1,,,
